GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
6037221220,32.4,0.006012572,0.015304728,0.136376059,0,0.835200875,0.530472807,0.368192449,0.216452583,0.153047281,0.12134463,0.156873463,0.124897513,0.479678068,43000,0.073724008,0.20618839,0.173151751,447000,1939,0.855058366,5551.46752
6037232300,35.9,0.158297721,0.032229345,0.00267094,0.002136752,0.810897436,0.568198006,0.313502674,0.331196581,0.088319088,0.126068376,0.123753561,0.116274929,0.440649959,46654,0.087234759,0.29640879,0.204840104,403700,1939,0.420051858,8935.830996
6037232400,34.5,0.381180005,0,0.014750068,0,0.559136848,0.485932805,0.364497041,0.187243922,0.131794592,0.164026222,0.128789948,0.152280798,0.355596784,45132,0.051296194,0.189452055,0.164589823,370900,1939,0.533229491,6581.809683
6037232500,35.6,0.356595745,0,0.008723404,0,0.633404255,0.485744681,0.359658485,0.177021277,0.155106383,0.092553191,0.11787234,0.209574468,0.454788121,41991,0.101654846,0.25540107,0.229181005,364200,1943,0.527873365,6124.935656
6037232600,34.6,0.248304149,0.002997318,0.007414419,0,0.728190566,0.432402587,0.38942804,0.174317716,0.174475469,0.120997003,0.114213598,0.131882,0.349617111,35645,0.065601066,0.335296927,0.204831933,325000,1942,0.524684874,7974.337202
6037232700,36.6,0.190649666,0.035367335,0.010018215,0,0.783697632,0.470856102,0.374075596,0.201426837,0.180024287,0.104128719,0.116423801,0.10564663,0.458731756,37067,0.074377346,0.34486946,0.259142497,374900,1948,0.621059269,9013.877924
6037232800,37.3,0.091042584,0.000978953,0,0,0.8979442,0.525697504,0.317675713,0.207537934,0.157366618,0.118942731,0.07856094,0.095203133,0.484425848,33413,0.076797386,0.325324835,0.238341969,371600,1949,0.69015544,9581.405601
6037234000,32.6,0.589022498,0.00329713,0.008921645,0,0.367339022,0.423390225,0.442486306,0.117532971,0.143134213,0.132854926,0.138285493,0.266485648,0.177795443,56708,0.059682805,0.17476489,0.103291139,533500,1939,0.332658228,4153.575974
6037234200,29.8,0.693773825,0,0.072850487,0.012282931,0.093180856,0.439220669,0.424976258,0.073697586,0.073274036,0.229987294,0.181702668,0.29055485,0.070364664,64476,0.087920489,0.073697586,0.033649698,622000,1945,0.304572908,2675.257101
6037240600,37.8,0.288221344,0,0.00284585,0,0.698339921,0.465454545,0.383146067,0.224822134,0.124426877,0.110988142,0.098181818,0.096600791,0.520481928,37759,0.169863969,0.284268775,0.357476636,260500,1951,0.691588785,9362.769189
6037239310,35.2,0.11574764,0.00273224,0,0,0.896174863,0.498261302,0.437019713,0.186785892,0.16815698,0.134128167,0.106805763,0.091902633,0.496598639,39479,0.072634271,0.314952807,0.220119522,363000,1939,0.69123506,7530.695158
6037276000,21.9,0.047293652,0.013306959,0.133968711,0,0.2307139,0.506923215,0.517106348,0.11868369,0.132170473,0.136666067,0.184679015,0.270454954,0.033131856,124904,0.019414576,0.051789247,0.008768267,875400,1949,0.216283925,2379.01718
6037276100,27.1,0.404307051,0,0.158735672,0,0.157346301,0.483674887,0.213514594,0.248523793,0.23706148,0.151788816,0.094303578,0.121222647,0.019828752,63814,0.074054622,0.06147968,0.009034051,539800,1982,0.850590688,5848.256137
